MinEpLen,Iteration,TimestepsSoFar,LQGsigma_higher,NumTrajectories,ReturnMean,AvgEpLen,TimeElapsed,NumTrainableParams,LQGmu1_actor,LQGmu1_higher
20,1,20,0.14999999,1,0.045844257,20.0,0.02475118637084961,1,-0.542906,-0.65
20,2,40,0.14999999,2,0.045849174,20.0,0.07359123229980469,,-0.61975056,-0.65
20,3,60,0.14999999,3,0.04584901,20.0,0.08214545249938965,,-0.77667946,-0.65
20,4,80,0.14999999,4,0.04585033,20.0,0.09129142761230469,,-0.7096561,-0.65
20,5,100,0.14999999,5,0.04584961,20.0,0.10030913352966309,,-0.58932316,-0.65
20,6,120,0.14999999,6,0.045845646,20.0,0.10839223861694336,,-0.7617101,-0.65
20,7,140,0.14999999,7,0.04584384,20.0,0.11577749252319336,,-0.71909016,-0.65
20,8,160,0.14999999,8,0.045843177,20.0,0.12327098846435547,,-0.6890295,-0.65
20,9,180,0.14999999,9,0.045844283,20.0,0.13420677185058594,,-0.43868512,-0.65
20,10,200,0.14999999,10,0.04583084,20.0,0.1451420783996582,,-0.755777,-0.65
20,11,220,0.14999999,11,0.045831896,20.0,0.15611720085144043,,-0.67882377,-0.65
20,12,240,0.14999999,12,0.045833077,20.0,0.16514801979064941,,-0.6784179,-0.65
20,13,260,0.14999999,13,0.045834377,20.0,0.17349910736083984,,-0.79993296,-0.65
20,14,280,0.14999999,14,0.04583111,20.0,0.18393588066101074,,-0.6483584,-0.65
20,15,300,0.14999999,15,0.04583255,20.0,0.19579243659973145,,-0.54338944,-0.65
20,16,320,0.14999999,16,0.045833874,20.0,0.20511627197265625,,-0.7326013,-0.65
20,17,340,0.14999999,17,0.0458324,20.0,0.21400904655456543,,-0.68214256,-0.65
20,18,360,0.14999999,18,0.045833454,20.0,0.22416400909423828,,-0.48232126,-0.65
20,19,380,0.14999999,19,0.045834336,20.0,0.232682466506958,,-0.43656066,-0.65
20,20,400,0.14999999,20,0.04583178,20.0,0.24222016334533691,,-0.62983876,-0.65
20,21,420,0.14999999,21,0.045827772,20.0,0.24995708465576172,,-0.53738713,-0.65
20,22,440,0.14999999,22,0.045828734,20.0,0.26044344902038574,,-0.6095591,-0.65
20,23,460,0.14999999,23,0.045829773,20.0,0.27078890800476074,,-0.5919261,-0.65
20,24,480,0.14999999,24,0.045830082,20.0,0.2792038917541504,,-0.6337041,-0.65
20,25,500,0.14999999,25,0.045830783,20.0,0.29015636444091797,,-0.6918436,-0.65
20,26,520,0.14999999,26,0.045828775,20.0,0.2976820468902588,,-0.73692536,-0.65
20,27,540,0.14999999,27,0.045829702,20.0,0.3067789077758789,,-0.5636877,-0.65
20,28,560,0.14999999,28,0.04582905,20.0,0.317004919052124,,-0.69681066,-0.65
20,29,580,0.14999999,29,0.045829266,20.0,0.32448363304138184,,-0.68967736,-0.65
20,30,600,0.14999999,30,0.045829907,20.0,0.3353602886199951,,-0.5901322,-0.65
20,31,620,0.14999999,31,0.045830164,20.0,0.3449254035949707,,-0.2981273,-0.65
20,32,640,0.14999999,32,0.045829527,20.0,0.35515475273132324,,-0.35641268,-0.65
20,33,660,0.14999999,33,0.04582901,20.0,0.3639392852783203,,-0.46067178,-0.65
20,34,680,0.14999999,34,0.04582889,20.0,0.37326788902282715,,-0.47815967,-0.65
20,35,700,0.14999999,35,0.0458292,20.0,0.38260960578918457,,-0.8034906,-0.65
20,36,720,0.14999999,36,0.045829795,20.0,0.3909449577331543,,-0.59243125,-0.65
20,37,740,0.14999999,37,0.045829687,20.0,0.3998546600341797,,-0.31720474,-0.65
20,38,760,0.14999999,38,0.045829635,20.0,0.41092395782470703,,-0.43347383,-0.65
20,39,780,0.14999999,39,0.045829445,20.0,0.42019057273864746,,-0.6049142,-0.65
20,40,800,0.14999999,40,0.0458294,20.0,0.4294469356536865,,-0.60219425,-0.65
20,41,820,0.14999999,41,0.04583001,20.0,0.4400763511657715,,-0.6277175,-0.65
20,42,840,0.14999999,42,0.045830518,20.0,0.4476180076599121,,-0.6099354,-0.65
20,43,860,0.14999999,43,0.04583099,20.0,0.45512890815734863,,-0.58104414,-0.65
20,44,880,0.14999999,44,0.045829926,20.0,0.4630696773529053,,-0.6623446,-0.65
20,45,900,0.14999999,45,0.045830347,20.0,0.47342801094055176,,-0.85632485,-0.65
20,46,920,0.14999999,46,0.04583086,20.0,0.4815335273742676,,-0.5050085,-0.65
20,47,940,0.14999999,47,0.045831185,20.0,0.4893159866333008,,-0.513327,-0.65
20,48,960,0.14999999,48,0.045831565,20.0,0.49804067611694336,,-0.77894247,-0.65
20,49,980,0.14999999,49,0.045831945,20.0,0.5062260627746582,,-0.92344236,-0.65
20,50,1000,0.14999999,50,0.04583226,20.0,0.517113208770752,,-0.75586134,-0.65
20,51,1020,0.14999999,51,0.045832694,20.0,0.5244081020355225,,-0.5745405,-0.65
20,52,1040,0.14999999,52,0.045832463,20.0,0.532555103302002,,-0.5759909,-0.65
20,53,1060,0.14999999,53,0.045832757,20.0,0.5418779850006104,,-0.6474045,-0.65
20,54,1080,0.14999999,54,0.045833137,20.0,0.5526914596557617,,-0.6848545,-0.65
20,55,1100,0.14999999,55,0.045833293,20.0,0.5626885890960693,,-0.47135708,-0.65
20,56,1120,0.14999999,56,0.04583341,20.0,0.5717065334320068,,-0.9081936,-0.65
20,57,1140,0.14999999,57,0.045833703,20.0,0.5811355113983154,,-0.4461131,-0.65
20,58,1160,0.14999999,58,0.045833956,20.0,0.5915839672088623,,-0.5897548,-0.65
20,59,1180,0.14999999,59,0.045834098,20.0,0.5990111827850342,,-0.44713503,-0.65
20,60,1200,0.14999999,60,0.045834295,20.0,0.6082203388214111,,-0.6131882,-0.65
20,61,1220,0.14999999,61,0.045834403,20.0,0.6174502372741699,,-0.37612027,-0.65
20,62,1240,0.14999999,62,0.04583424,20.0,0.6265325546264648,,-0.7911237,-0.65
20,63,1260,0.14999999,63,0.045834456,20.0,0.6361181735992432,,-0.52203727,-0.65
20,64,1280,0.14999999,64,0.045834646,20.0,0.6435909271240234,,-0.596184,-0.65
20,65,1300,0.14999999,65,0.045834,20.0,0.652803897857666,,-0.60666037,-0.65
20,66,1320,0.14999999,66,0.04583372,20.0,0.6619796752929688,,-0.8015326,-0.65
20,67,1340,0.14999999,67,0.045833547,20.0,0.6707937717437744,,-0.38475582,-0.65
20,68,1360,0.14999999,68,0.045833103,20.0,0.6798622608184814,,-0.4570774,-0.65
20,69,1380,0.14999999,69,0.045833386,20.0,0.6888525485992432,,-0.45770234,-0.65
20,70,1400,0.14999999,70,0.045833595,20.0,0.7017598152160645,,-0.67082906,-0.65
20,71,1420,0.14999999,71,0.045832366,20.0,0.7099382877349854,,-0.5456348,-0.65
20,72,1440,0.14999999,72,0.0458323,20.0,0.7197475433349609,,-0.7055545,-0.65
20,73,1460,0.14999999,73,0.045831855,20.0,0.7288744449615479,,-0.62913555,-0.65
20,74,1480,0.14999999,74,0.045832127,20.0,0.7366995811462402,,-0.4464037,-0.65
20,75,1500,0.14999999,75,0.045832265,20.0,0.7479665279388428,,-0.60180867,-0.65
20,76,1520,0.14999999,76,0.04583256,20.0,0.7557089328765869,,-0.6187726,-0.65
20,77,1540,0.14999999,77,0.045832817,20.0,0.7641551494598389,,-0.7662103,-0.65
20,78,1560,0.14999999,78,0.045833092,20.0,0.7745037078857422,,-0.6204219,-0.65
20,79,1580,0.14999999,79,0.045833297,20.0,0.7825288772583008,,-0.5797663,-0.65
20,80,1600,0.14999999,80,0.04583338,20.0,0.790266752243042,,-0.96534145,-0.65
20,81,1620,0.14999999,81,0.045833517,20.0,0.8030109405517578,,-0.7105852,-0.65
20,82,1640,0.14999999,82,0.045833483,20.0,0.813317060470581,,-0.44483536,-0.65
20,83,1660,0.14999999,83,0.04583357,20.0,0.8212244510650635,,-0.8944231,-0.65
20,84,1680,0.14999999,84,0.045833513,20.0,0.8304286003112793,,-0.5343899,-0.65
20,85,1700,0.14999999,85,0.045833673,20.0,0.8417177200317383,,-0.7193727,-0.65
20,86,1720,0.14999999,86,0.04583383,20.0,0.8511290550231934,,-0.73270655,-0.65
20,87,1740,0.14999999,87,0.04583407,20.0,0.8604960441589355,,-0.7659879,-0.65
20,88,1760,0.14999999,88,0.0458342,20.0,0.8708908557891846,,-0.81010675,-0.65
20,89,1780,0.14999999,89,0.045834422,20.0,0.878408670425415,,-0.78058237,-0.65
20,90,1800,0.14999999,90,0.04583464,20.0,0.8868639469146729,,-0.41460156,-0.65
20,91,1820,0.14999999,91,0.045834426,20.0,0.8978214263916016,,-0.5714711,-0.65
20,92,1840,0.14999999,92,0.045833994,20.0,0.9059948921203613,,-0.61569643,-0.65
20,93,1860,0.14999999,93,0.04583421,20.0,0.9156529903411865,,-0.38980186,-0.65
20,94,1880,0.14999999,94,0.04583433,20.0,0.9247336387634277,,-0.5773687,-0.65
20,95,1900,0.14999999,95,0.0458344,20.0,0.9331827163696289,,-0.7538386,-0.65
20,96,1920,0.14999999,96,0.04583459,20.0,0.9419536590576172,,-0.49044254,-0.65
20,97,1940,0.14999999,97,0.045834742,20.0,0.9512970447540283,,-0.5879071,-0.65
20,98,1960,0.14999999,98,0.045834213,20.0,0.9628307819366455,,-0.7562071,-0.65
20,99,1980,0.14999999,99,0.045834076,20.0,0.9754385948181152,,-0.5460574,-0.65
20,100,2000,0.14999999,100,0.045833793,20.0,0.9860286712646484,,-0.83031094,-0.65
20,101,2020,0.14999999,101,0.045833886,20.0,0.9958226680755615,,-0.8626268,-0.65
20,102,2040,0.14999999,102,0.045833874,20.0,1.0051047801971436,,-0.40937912,-0.65
20,103,2060,0.14999999,103,0.04583406,20.0,1.0147874355316162,,-0.6302418,-0.65
20,104,2080,0.14999999,104,0.045833845,20.0,1.0251364707946777,,-0.83713454,-0.65
20,105,2100,0.14999999,105,0.04583347,20.0,1.036665678024292,,-0.85334176,-0.65
20,106,2120,0.14999999,106,0.045833625,20.0,1.0441231727600098,,-0.7545133,-0.65
20,107,2140,0.14999999,107,0.045833774,20.0,1.054701805114746,,-0.84237975,-0.65
20,108,2160,0.14999999,108,0.045833383,20.0,1.0628890991210938,,-0.6812394,-0.65
20,109,2180,0.14999999,109,0.045833386,20.0,1.071108102798462,,-0.7600609,-0.65
20,110,2200,0.14999999,110,0.04583354,20.0,1.0850560665130615,,-0.7473776,-0.65
20,111,2220,0.14999999,111,0.045833707,20.0,1.0930452346801758,,-0.64114815,-0.65
20,112,2240,0.14999999,112,0.045833886,20.0,1.1011300086975098,,-0.69244593,-0.65
20,113,2260,0.14999999,113,0.04583388,20.0,1.1109306812286377,,-0.5914018,-0.65
20,114,2280,0.14999999,114,0.04583405,20.0,1.118523120880127,,-0.96744806,-0.65
20,115,2300,0.14999999,115,0.045834042,20.0,1.127389669418335,,-0.8287934,-0.65
20,116,2320,0.14999999,116,0.045834206,20.0,1.1352920532226562,,-0.5858851,-0.65
20,117,2340,0.14999999,117,0.045834266,20.0,1.1453585624694824,,-0.5639091,-0.65
20,118,2360,0.14999999,118,0.045834154,20.0,1.1542460918426514,,-0.7393143,-0.65
20,119,2380,0.14999999,119,0.045833923,20.0,1.163456916809082,,-0.18404886,-0.65
20,120,2400,0.14999999,120,0.045834087,20.0,1.1752946376800537,,-0.53700864,-0.65
20,121,2420,0.14999999,121,0.045834217,20.0,1.1853551864624023,,-0.5266423,-0.65
20,122,2440,0.14999999,122,0.045834355,20.0,1.1948745250701904,,-0.50474095,-0.65
20,123,2460,0.14999999,123,0.04583451,20.0,1.2047908306121826,,-0.7996486,-0.65
20,124,2480,0.14999999,124,0.045834567,20.0,1.2129721641540527,,-0.84388673,-0.65
20,125,2500,0.14999999,125,0.045834586,20.0,1.2208900451660156,,-0.75969386,-0.65
20,126,2520,0.14999999,126,0.045834374,20.0,1.2313132286071777,,-0.56276983,-0.65
20,127,2540,0.14999999,127,0.045834392,20.0,1.2405869960784912,,-0.80734456,-0.65
20,128,2560,0.14999999,128,0.045834467,20.0,1.2480463981628418,,-0.8764661,-0.65
20,129,2580,0.14999999,129,0.0458346,20.0,1.2563097476959229,,-0.65298754,-0.65
20,130,2600,0.14999999,130,0.045834426,20.0,1.2665002346038818,,-0.5415889,-0.65
20,131,2620,0.14999999,131,0.04583449,20.0,1.2761611938476562,,-0.81451964,-0.65
20,132,2640,0.14999999,132,0.0458342,20.0,1.2848315238952637,,-0.65210664,-0.65
20,133,2660,0.14999999,133,0.045834277,20.0,1.2948105335235596,,-0.9012649,-0.65
20,134,2680,0.14999999,134,0.045834336,20.0,1.3034687042236328,,-0.56875795,-0.65
20,135,2700,0.14999999,135,0.045834366,20.0,1.3116300106048584,,-0.7497189,-0.65
20,136,2720,0.14999999,136,0.045834437,20.0,1.320838451385498,,-0.62497526,-0.65
20,137,2740,0.14999999,137,0.045834575,20.0,1.333406925201416,,-0.6058416,-0.65
20,138,2760,0.14999999,138,0.04583408,20.0,1.3454062938690186,,-0.56916386,-0.65
20,139,2780,0.14999999,139,0.045834128,20.0,1.3590123653411865,,-0.44602278,-0.65
20,140,2800,0.14999999,140,0.045834254,20.0,1.37147855758667,,-0.5403878,-0.65
20,141,2820,0.14999999,141,0.045834374,20.0,1.3837456703186035,,-0.8059423,-0.65
20,142,2840,0.14999999,142,0.04583449,20.0,1.393723487854004,,-0.38862225,-0.65
20,143,2860,0.14999999,143,0.045834348,20.0,1.4043958187103271,,-0.5903529,-0.65
20,144,2880,0.14999999,144,0.04583445,20.0,1.4159438610076904,,-0.52071,-0.65
20,145,2900,0.14999999,145,0.04583406,20.0,1.4244835376739502,,-0.65886,-0.65
20,146,2920,0.14999999,146,0.045833867,20.0,1.4324376583099365,,-0.7126084,-0.65
20,147,2940,0.14999999,147,0.045833983,20.0,1.4400572776794434,,-0.70403576,-0.65
20,148,2960,0.14999999,148,0.04583409,20.0,1.4498114585876465,,-0.834218,-0.65
20,149,2980,0.14999999,149,0.045834165,20.0,1.4592325687408447,,-0.59586495,-0.65
20,150,3000,0.14999999,150,0.045834247,20.0,1.468087911605835,,-0.6740489,-0.65
20,151,3020,0.14999999,151,0.045834377,20.0,1.4788074493408203,,-0.8549392,-0.65
20,152,3040,0.14999999,152,0.045834165,20.0,1.4879646301269531,,-0.7485009,-0.65
20,153,3060,0.14999999,153,0.04583429,20.0,1.496152400970459,,-0.75008094,-0.65
20,154,3080,0.14999999,154,0.045834374,20.0,1.506289005279541,,-0.7238307,-0.65
20,155,3100,0.14999999,155,0.04583442,20.0,1.5157537460327148,,-0.8587481,-0.65
20,156,3120,0.14999999,156,0.045833208,20.0,1.5245614051818848,,-0.41295636,-0.65
20,157,3140,0.14999999,157,0.045833346,20.0,1.5325078964233398,,-0.44286594,-0.65
