MountainCar_std1_higher,IWMean,ReturnMean,AvgEpLen,Delta,ReturnMin,Bound,NumTrajectories,DenMISEMeanLog,ReturnMax,IWFirstEpisode,MinEpLen,GridSize,MountainCar_std0_higher,TimeElapsed,MountainCar_mu1_higher,IWMin,ReturnStepMax,IWLastEpisode,NumTrainableParams,Iteration,Regret/t,ActionIn1,IWMax,DenMISELogFirst,ReturnLastEpisode,ReturnAbsMax,TimestepsSoFar,DenMISELogLast,Regret,MountainCar_mu0_higher
0.14999999,,-0.00015651323,999.0,0.060792707,-0.00015651323,inf,1,1.4356552,,,999,1,0.14999999,0.3794412612915039,-10.0,,0.001456627,,2,1,5.0001564,-11.526329,,1.4356552,-0.00015651323,0.00015651323,999,1.4356552,5.0001564,-1.0
0.14999999,,-1.1597964,999.0,0.0060792705,-2.3194363,inf,2,-0.9501108,,,999,4,0.14999999,1.0615100860595703,-10.0,,23.050936,,,2,6.159796,-9.041432,,0.7425081,-2.3194363,2.3194363,1998,-2.6427298,12.319592,1.0
0.14999999,,-2.415148,999.0,0.0027018983,-4.925852,inf,3,-0.72230345,,,999,4,0.14999999,1.4806091785430908,10.0,,50.64431,,,3,7.415148,9.064367,,0.337043,-4.925852,4.925852,2997,0.5442414,22.245445,-1.0
0.14999999,,-0.42487985,812.0,0.0015198176,-4.925852,inf,4,-0.74044013,5.545925,,251,4,0.14999999,1.6494226455688477,10.0,,91.5956,,,4,5.42488,11.232971,,0.049360912,5.545925,5.545925,3248,0.068196,21.69952,1.0
0.14999999,0.9999999,-2.0702345,849.4,0.0009726833,-8.651653,44.18827,5,-0.9020284,5.545925,,251,4,0.14999999,2.147495746612549,10.0,,98.267006,,,5,7.0702343,9.032681,4.9999995,-0.17378265,-8.651653,8.651653,4247,-0.65580684,35.351173,-1.0
0.14999999,0.9999998,-1.9159389,784.6666666666666,0.0006754746,-8.651653,39.02172,6,-0.6622298,5.545925,,251,4,0.14999999,2.4291141033172607,-10.0,,98.267006,,,6,6.915939,-11.311659,5.999999,-0.3561042,-1.1444606,8.651653,4708,0.75522363,41.495632,-1.0
0.14999999,1.0000001,-1.9776642,815.2857142857143,0.00049626693,-8.651653,37.8209,7,-0.65461683,5.545925,,251,4,0.14999999,2.841686964035034,-10.0,,98.267006,,,7,6.977664,-8.852837,7.0000005,-0.51025486,-2.3480172,8.651653,5707,-0.37718216,48.84365,1.0
0.14999999,1.0,-2.4243155,838.25,0.0003799544,-8.651653,35.609657,8,-0.56786764,5.545925,,251,4,0.14999999,3.3160722255706787,10.0,,98.267006,,,8,7.4243155,10.955962,8.0,-0.64378625,-5.550874,8.651653,6706,0.2809495,59.394524,1.0
0.14999999,1.9432016e-10,-2.6672504,856.1111111111111,0.00015010545,-8.651653,26673480000000.0,9,-0.48509726,5.545925,1.7488814e-09,251,9,0.14999999,3.6887965202331543,,,98.267006,,,9,7.6672506,1.4463762,1.7488814e-09,-0.7615693,-4.610729,8.651653,7705,0.42618245,69.00525,1.0
0.14999999,9.0509406e-12,-3.2056007,870.4,0.00012158541,-8.651653,101617380000.0,10,-0.7878474,5.545925,,251,9,0.14999999,4.2683703899383545,-10.0,,98.267006,,,10,8.205601,-9.936898,7.530038e-11,-0.8669298,-8.050752,8.651653,8704,-2.564354,82.05601,
0.14999999,5.0222e-10,-2.91856,882.0909090909091,0.00010048381,-8.651653,102686120000.0,11,-0.8735815,5.545925,,251,9,0.14999999,4.662271738052368,10.0,,98.267006,,,11,7.91856,10.167503,5.12612e-09,-0.96224,-0.04815367,8.651653,9703,-0.77782106,87.10416,
0.14999999,1.03433366e-10,-1.9733409,828.9166666666666,8.443432e-05,-8.651653,3796904400.0,12,-0.95300984,8.42407,1.2412004e-09,244,9,0.14999999,4.787301778793335,,,98.68458,,,12,6.973341,-0.9133508,1.2412004e-09,-1.0492513,8.42407,8.651653,9947,-0.8695962,83.68009,-1.0
0.14999999,0.6347153,-1.9800258,842.0,7.1944036e-05,-8.651653,72.830414,13,-1.0316173,8.42407,8.251299,244,9,0.14999999,5.187804937362671,,,98.68458,4.521566e-10,,13,6.980026,0.11730114,8.251299,-1.129294,-2.0602465,8.651653,10946,-1.0143931,90.74033,
0.14999999,0.9999999,-1.8401123,853.2142857142857,6.203337e-05,-8.651653,53.699116,14,-1.0307119,8.42407,,244,9,0.14999999,5.608904123306274,10.0,,98.68458,,,14,6.840112,10.085866,13.999998,-0.71193343,-0.021236394,8.651653,11945,-0.54700637,95.76157,
0.14999999,1.0000001,-1.4601595,817.5333333333333,5.403797e-05,-8.651653,47.354855,15,-1.0097661,8.42407,,244,9,0.14999999,5.757422685623169,-10.0,,98.68458,,,15,6.4601593,-9.8387375,15.000001,-0.7809263,3.85918,8.651653,12263,-0.4437732,96.90239,
0.14999999,1.0,-1.3919142,828.875,4.74943e-05,-8.651653,46.079094,16,-1.1938707,8.42407,1.012368e-09,244,9,0.14999999,6.171431541442871,,,98.68458,,,16,6.3919144,-0.6199216,16.0,-0.8454648,-0.36823446,8.651653,13262,-3.6805086,102.27063,-1.0
0.14999999,1.0,-1.3891404,838.8823529411765,4.2071075e-05,-8.651653,41.64672,17,-1.2451532,8.42407,2.0208055e-09,244,9,0.14999999,6.61264443397522,,,98.68458,4.3079743e-31,,17,6.38914,0.9095976,17.0,-0.9060894,-1.3447603,8.651653,14261,-1.7888268,108.61539,1.0
0.14999999,1.1125513,-1.4884611,847.7777777777778,3.7526363e-05,-8.651653,40.6156,18,-1.2388333,8.42407,6.9889073,244,9,0.14999999,7.065207004547119,,,98.68458,1.844697e-06,,18,6.488461,0.620931,13.037006,-0.96324784,-3.1769145,8.651653,15260,-0.8528502,116.7923,
0.14999999,1.0,-1.4285122,855.7368421052631,3.368017e-05,-8.651653,40.45015,19,-1.4199845,8.42407,,244,9,0.14999999,7.573223114013672,10.0,,98.68458,,,19,6.428512,9.71995,9.5,-0.68925476,-0.349431,8.651653,16259,-4.580364,122.14173,
0.14999999,1.0,-1.1673415,828.95,3.0396353e-05,-8.651653,36.679714,20,-1.4739232,8.42407,,244,9,0.14999999,7.718976259231567,10.0,,98.68458,2.0075888e-10,,20,6.167341,9.0298,10.0,-0.7405481,3.7949054,8.651653,16579,-2.3351185,123.34683,-1.0
0.14999999,0.99930954,-1.1935248,821.0952380952381,2.7570388e-05,-8.651653,34.4324,21,-1.4116751,8.42407,,244,9,0.14999999,8.041441440582275,-10.0,,98.68458,,,21,6.193525,-10.001126,10.500001,-0.78933823,-1.7171948,8.651653,17243,-0.0018366907,130.06403,
0.14999999,1.0,-1.140403,829.1818181818181,2.5120953e-05,-8.651653,33.768154,22,-1.3664775,8.42407,,244,9,0.14999999,8.667011260986328,10.0,,98.68458,,,22,6.140403,9.68827,7.3333335,-0.8358583,-0.02484648,8.651653,18242,-0.2508751,135.08887,
0.14999999,0.99999696,-1.0803875,817.4782608695652,2.2984013e-05,-8.651653,33.23671,23,-1.3549185,8.42407,1.0482661e-09,244,9,0.14999999,9.024373054504395,,,98.68458,,,23,6.0803876,-0.75413346,11.5,-0.88031,0.23995832,8.651653,18802,-0.98573166,139.8489,-1.0
0.14999999,1.0,-1.0971957,825.0416666666666,2.110858e-05,-8.651653,32.74443,24,-1.3389254,8.42407,,244,9,0.14999999,9.624704837799072,-10.0,,98.68458,,,24,6.0971956,-10.917997,12.0,-0.9228696,-1.4837902,8.651653,19801,-0.8031389,146.3327,-1.0
0.14999999,1.1894971,-1.1651921,832.0,1.9453666e-05,-8.651653,31.888758,25,-1.4774423,8.42407,6.992011,244,9,0.14999999,10.109509468078613,,,98.68458,,,25,6.165192,0.15111762,12.2442255,-0.96369165,-2.7971048,8.651653,20800,-4.633053,154.1298,
0.14999999,1.0004606,-1.1210048,838.4230769230769,1.7986009e-05,-8.651653,30.099457,26,-1.433611,8.42407,,244,9,0.14999999,10.781697511672974,-10.0,,98.68458,,,26,6.121005,-9.21225,13.000002,-0.756302,-0.016320199,8.651653,21799,-0.35323355,159.14612,1.0
0.14999999,1.0000006,-1.2368517,844.3703703703703,1.6678383e-05,-8.651653,29.8476,27,-1.433722,8.42407,,244,9,0.14999999,11.284912347793579,10.0,,98.68458,,,27,6.2368517,9.06583,9.0,-0.7940423,-4.24887,8.651653,22798,-1.2667501,168.39499,-1.0
0.14999999,,-0.98699754,823.3928571428571,9.122555e-06,-8.651653,inf,28,-1.4218186,8.42407,,244,16,0.14999999,11.47665548324585,-3.3333333,,98.68458,,,28,5.9869976,-4.2397676,,-0.83040994,5.7590632,8.651653,23055,-0.9815479,167.63593,-1.0
0.14999999,1.8487531e-31,-0.99735975,829.448275862069,8.504261e-06,-8.651653,inf,29,-1.496505,8.42407,,244,16,0.14999999,12.351368188858032,-3.3333333,,98.68458,5.361384e-30,,29,5.9973598,-2.2135801,5.361384e-30,-0.8655013,-1.2875022,8.651653,24054,-2.6051683,173.92343,1.0
0.14999999,,-1.2056897,835.1,7.94676e-06,-8.651653,inf,30,-1.5631555,8.42407,,244,16,0.14999999,13.023017406463623,3.3333333,,98.68458,,,30,6.2056894,2.5241852,,-0.8994028,-7.2472563,8.651653,25053,-2.512873,186.17068,-1.0
0.14999999,9.3085575e-29,-1.2035632,837.8064516129032,7.4423347e-06,-8.651653,inf,31,-1.6508409,8.42407,,244,16,0.14999999,13.513206958770752,3.3333333,,98.68458,2.8856528e-27,,31,6.203563,4.6626554,2.8856528e-27,-0.9321926,-1.1397715,8.651653,25972,-3.297707,192.31046,1.0
0.14999999,0.02159159,-1.3793726,842.84375,6.984457e-06,-8.651653,1014179.44,32,-1.7167044,8.42407,,244,16,0.14999999,14.066119909286499,-3.3333333,,98.68458,,,32,6.3793726,-3.6891737,0.6909309,-0.96394134,-6.829463,8.651653,26971,-2.7742622,204.13992,-0.33333334
0.14999999,1.1589879e-06,-1.3438098,847.5757575757576,6.5675695e-06,-8.651653,1016804.8,33,-1.7447301,8.42407,,244,16,0.14999999,14.686126947402954,3.3333333,,98.68458,,,33,6.34381,3.8159776,3.824403e-05,-0.994713,-0.20580463,8.651653,27970,-1.6782216,209.34573,0.33333334
0.14999999,0.00018563156,-1.3483312,852.0294117647059,6.186923e-06,-8.651653,720786.7,34,-1.8196613,8.42407,,244,16,0.14999999,15.293618202209473,-3.3333333,,98.68458,,,34,6.3483315,-2.715099,0.006307191,-1.0245659,-1.497536,8.651653,28969,-3.3072453,215.84326,0.33333334
0.14999999,0.1717717,-1.3365597,856.2285714285714,5.8384353e-06,-8.651653,722526.5,35,-1.869999,8.42407,,244,16,0.14999999,15.75267219543457,3.3333333,,98.68458,,,35,6.33656,3.1648042,6.012009,-1.0535535,-0.93632394,8.651653,29968,-2.5960898,221.77959,-0.33333334
0.14999999,0.015634904,-1.303139,860.1944444444445,5.5185833e-06,-8.651653,358.77655,36,-1.8951852,8.42407,,244,16,0.14999999,16.22360849380493,-10.0,,98.68458,,,36,6.3031387,-10.361604,0.3657528,-1.0817244,-0.13341387,8.651653,30967,-1.9492445,226.913,-0.33333334
0.14999999,5.4005437,-1.2750963,863.9459459459459,5.224312e-06,-8.651653,357.67365,37,-1.9085993,8.42407,,244,16,0.14999999,16.778990983963013,-10.0,,98.68458,0.0026199636,,37,6.2750964,-9.641983,191.43787,-1.1091233,-0.2655596,8.651653,31966,-1.4207071,232.17856,0.33333334
0.14999999,0.104128055,-1.2534667,867.5,4.9529667e-06,-8.651653,312.718,38,-1.8736384,8.42407,,244,16,0.14999999,17.188116312026978,10.0,,98.68458,,,38,6.2534666,10.468964,1.9012468,-1.1357917,-0.4531739,8.651653,32965,-1.6273047,237.63174,0.33333334
0.14999999,0.5091805,-1.1789254,855.3846153846154,4.7022245e-06,-8.651653,313.1376,39,-1.9086493,8.42407,,244,16,0.14999999,17.450031280517578,10.0,,98.68458,0.021657145,,39,6.1789255,9.731033,17.527983,-1.1617671,1.6536471,8.651653,33360,-2.354014,240.97809,-0.33333334
0.14999999,0.44396567,-1.1191291,844.45,4.4700523e-06,-8.651653,53.48062,40,-1.9041265,8.42407,,244,16,0.14999999,17.652799367904663,10.0,,98.68458,0.008403631,,40,6.119129,10.176649,13.813085,-1.1870849,1.2129246,8.651653,33778,-1.1704755,244.76517,0.33333334
0.14999999,0.8772129,-1.0780222,835.4634146341464,4.2546603e-06,-8.651653,53.377068,41,-1.8966508,8.42407,,244,16,0.14999999,18.007336616516113,10.0,,98.68458,0.0044781063,,41,6.078022,9.285121,20.92488,-1.2117776,0.5662499,8.651653,34254,-1.0033005,249.19891,-0.33333334
0.14999999,1.0209357,-1.0125862,824.3095238095239,4.0544687e-06,-8.651653,53.084328,42,-1.9216114,8.42407,,244,16,0.14999999,18.19401264190674,-3.3333333,,98.68458,,,42,6.012586,-3.591233,41.99161,-1.235875,1.6702912,8.651653,34621,-2.6955361,252.52863,-0.33333334
0.14999999,1.1454589,-0.9978549,828.3720930232558,3.868082e-06,-8.651653,53.10239,43,-1.9224745,8.42407,,244,16,0.14999999,18.748738288879395,3.3333333,,98.68458,,,43,5.9978547,3.1657453,42.9513,-1.2594056,-0.37913775,8.651653,35620,-1.6844077,257.90778,-0.33333334
0.14999999,0.98501056,-0.9860787,830.8409090909091,3.6942577e-06,-8.651653,52.73493,44,-1.9550518,8.42407,,244,16,0.14999999,19.22078561782837,-3.3333333,,98.68458,,,44,5.9860787,-3.3511293,43.336235,-1.2823951,-0.47970337,8.651653,36557,-3.1966994,263.38745,0.33333334
0.14999999,0.75684035,-0.9668226,834.5777777777778,3.5318933e-06,-8.651653,52.804474,45,-1.9764432,8.42407,,244,16,0.14999999,19.851891040802002,-10.0,,98.68458,,,45,5.9668226,-10.385254,33.428856,-1.304868,-0.11955774,8.651653,37556,-2.614533,268.50702,-0.33333334
0.14999999,0.74509925,-0.9491424,838.1521739130435,3.3800018e-06,-8.651653,52.813976,46,-1.9720131,8.42407,,244,16,0.14999999,20.43210220336914,3.3333333,,98.68458,,,46,5.9491425,2.6696534,34.23782,-1.3268468,-0.15352972,8.651653,38555,-1.3530617,273.66055,-1.0
0.14999999,0.9588121,-0.9530777,841.5744680851063,3.2377015e-06,-8.651653,52.739273,47,-1.9972388,8.42407,,244,16,0.14999999,20.947696924209595,-3.3333333,,98.68458,,,47,5.953078,-4.4295883,45.05441,-1.348353,-1.1341026,8.651653,39554,-2.7254903,279.79465,-1.0
0.14999999,0.8831851,-0.97968787,844.8541666666666,3.1042032e-06,-8.651653,52.663166,48,-1.9927057,8.42407,,244,16,0.14999999,21.505369663238525,3.3333333,,98.68458,,,48,5.9796877,3.8910358,42.36565,-1.3694065,-2.2303631,8.651653,40553,-1.4625765,287.02502,0.33333334
0.14999999,1.9274344,-0.9706198,848.0,2.9787932e-06,-8.651653,52.71181,49,-1.9983549,8.42407,,244,16,0.14999999,22.096073150634766,-10.0,,98.68458,,,49,5.9706197,-9.447119,43.553993,-1.3900257,-0.5353567,8.651653,41552,-1.9130096,292.56036,0.33333334
0.14999999,1.0625099,-0.9630873,851.02,2.8608335e-06,-8.651653,48.53994,50,-1.9849057,8.42407,,244,16,0.14999999,22.53030800819397,3.3333333,,98.68458,,,50,5.963087,3.9317036,49.999886,-1.4102285,-0.5939933,8.651653,42551,-1.7710991,298.15436,1.0
0.14999999,1.0076003,-0.9918856,853.9215686274509,2.7497433e-06,-8.651653,48.380695,51,-2.010487,8.42407,,244,16,0.14999999,22.96088695526123,-3.3333333,,98.68458,,,51,5.9918857,-2.489673,50.99999,-1.4300311,-2.4317992,8.651653,43550,-3.0532196,305.58618,1.0
0.14999999,1.0655618,-1.0603878,856.7115384615385,2.6450014e-06,-8.651653,39.488953,52,-2.015845,8.42407,,244,16,0.14999999,23.597958087921143,10.0,,98.68458,,,52,6.0603876,9.357554,22.646954,-1.4494492,-4.5540056,8.651653,44549,-1.9995016,315.14017,-0.33333334
0.14999999,0.7019453,-1.0053602,847.433962264151,2.5461316e-06,-8.651653,39.275833,53,-2.017812,8.42407,,244,16,0.14999999,23.884975910186768,10.0,,98.68458,2.122057e-06,,53,6.00536,10.02869,18.715923,-1.4684974,1.8560766,8.651653,44914,-2.0494492,318.2841,0.33333334
0.14999999,1.0114925,-0.9874546,847.3333333333334,2.4527033e-06,-8.651653,38.119053,54,-2.004858,8.42407,,244,16,0.14999999,24.394811153411865,-3.3333333,,98.68458,,,54,5.9874544,-3.9314933,26.994608,-1.4871895,-0.038456988,8.651653,45756,-0.9490081,323.32254,-0.33333334
0.14999999,0.7942973,-0.9776983,850.0909090909091,2.3643252e-06,-8.651653,38.106377,55,-2.0033388,8.42407,,244,16,0.14999999,25.037501573562622,-10.0,,98.68458,,,55,5.9776983,-10.45512,23.441784,-1.5055386,-0.45085552,8.651653,46755,-1.7529283,328.7734,-0.33333334
0.14999999,1.1233137,-0.96461475,852.75,2.2806387e-06,-8.651653,38.085297,56,-1.9957508,8.42407,,244,16,0.14999999,25.533019065856934,3.3333333,,98.68458,,,56,5.964615,3.229902,27.96829,-1.5235572,-0.2450223,8.651653,47754,-1.2591505,334.01843,-0.33333334
0.14999999,0.99069726,-0.95092654,855.3157894736842,2.2013185e-06,-8.651653,38.064934,57,-1.9919064,8.42407,,244,16,0.14999999,26.094163417816162,-3.3333333,,98.68458,,,57,5.950927,-2.9624078,28.395176,-1.5412567,-0.18438366,8.651653,48753,-1.7162935,339.20282,0.33333334
0.14999999,1.5924653,-0.9357063,857.7931034482758,2.1260653e-06,-8.651653,37.754097,58,-2.0081272,8.42407,,244,16,0.14999999,26.55405879020691,-10.0,,98.68458,,,58,5.935706,-9.68214,28.185268,-1.5586485,-0.068153344,8.651653,49752,-2.7461395,344.27097,0.33333334
0.14999999,0.82479906,-0.9290587,860.1864406779661,2.0546058e-06,-8.651653,37.750378,59,-1.9919676,8.42407,,244,16,0.14999999,26.98478055000305,3.3333333,,98.68458,,,59,5.9290586,2.9615302,25.175243,-1.5757428,-0.5434964,8.651653,50751,-1.3924769,349.81445,-1.0
0.14999999,0.9552224,-0.92448336,860.1166666666667,1.98669e-06,-8.651653,37.775684,60,-2.0054536,8.42407,,244,16,0.14999999,27.42907452583313,3.3333333,,98.68458,2.6329506e-06,,60,5.9244833,3.8747742,29.989933,-1.59255,-0.6545437,8.651653,51607,-2.500138,355.469,0.33333334
0.14999999,0.9848972,-0.92249715,862.3934426229508,1.9220863e-06,-8.651653,37.04706,61,-2.001417,8.42407,,244,16,0.14999999,27.961633920669556,-3.3333333,,98.68458,,,61,5.9224973,-4.4896526,30.499893,-1.6090794,-0.8033238,8.651653,52606,-1.5523442,361.27234,-1.0
0.14999999,1.0213534,-0.94694537,864.5967741935484,1.8605837e-06,-8.651653,34.190704,62,-1.9975502,8.42407,,244,16,0.14999999,28.366077661514282,3.3333333,,98.68458,,,62,5.946945,4.0606823,30.999947,-1.6253399,-2.4382844,8.651653,53605,-1.5708079,368.7106,1.0
0.14999999,1.1243945,-0.98464763,866.7301587301587,1.8019862e-06,-8.651653,33.29563,63,-1.9991488,8.42407,,244,16,0.14999999,28.86894416809082,10.0,,98.68458,,,63,5.9846478,9.496664,20.311874,-1.6413401,-3.3221903,8.651653,54604,-1.944342,377.0328,-0.33333334
0.14999999,1.0050328,-0.9778136,868.796875,1.7461142e-06,-8.651653,33.021996,64,-1.9890018,8.42407,,244,16,0.14999999,29.297388076782227,-3.3333333,,98.68458,,,64,5.9778137,-2.266165,31.999992,-1.6570885,-0.5472693,8.651653,55603,-1.3563756,382.58008,1.0
0.14999999,1.863221e-24,-1.0307261,870.8,1.1068314e-06,-8.651653,inf,65,-1.9800209,8.42407,,244,25,0.14999999,29.83901858329773,-5.0,,98.68458,,,65,6.030726,-6.2008133,1.1674297e-22,-1.6725928,-4.4171214,8.651653,56602,-1.2289286,391.9972,-1.0
0.14999999,1.3198448e-21,-1.0525566,872.7424242424242,1.073545e-06,-8.651653,inf,66,-2.0084512,8.42407,,244,25,0.14999999,31.931139945983887,-5.0,,98.68458,2.195241e-25,,66,6.0525565,-4.7127523,8.707012e-20,-1.6878601,-2.471543,8.651653,57601,-2.864046,399.46875,0.5
0.14999999,9.577299e-22,-1.039543,874.6268656716418,1.0417382e-06,-8.651653,inf,67,-2.0482767,8.42407,,244,25,0.14999999,32.49539852142334,5.0,,98.68458,,,67,6.039543,3.8522186,6.4048104e-20,-1.702898,-0.18064283,8.651653,58600,-3.6842697,404.64938,-1.0
0.14999999,7.451271e-23,-1.0531307,869.6911764705883,1.011324e-06,-8.651653,inf,68,-2.0700386,8.42407,,244,25,0.14999999,32.97845768928528,5.0,,98.68458,1.7007e-23,,68,6.0531306,5.524773,5.0007e-21,-1.7177131,-1.9635096,8.651653,59139,-2.5354526,411.61288,0.5
0.14999999,0.00011568877,-1.0570577,871.5652173913044,9.822227e-07,-8.651653,14545.9,69,-2.0881848,8.42407,,244,25,0.14999999,33.620527029037476,-5.0,,98.68458,,,69,6.057058,-5.3737483,0.0068916637,-1.732312,-1.3240962,8.651653,60138,-2.329427,417.93698,-0.5
0.14999999,1.4530836e-05,-1.045114,873.3857142857142,9.543596e-07,-8.651653,14561.022,70,-2.120406,8.42407,,244,25,0.14999999,34.14384460449219,-5.0,,98.68458,1.0866793e-14,,70,6.045114,-4.095062,0.0010171585,-1.7467006,-0.22099572,8.651653,61137,-3.350932,423.158,1.0
0.14999999,0.00042156642,-1.0701063,875.1549295774648,9.276656e-07,-8.651653,14575.913,71,-2.1441379,8.42407,,244,25,0.14999999,34.71040320396423,5.0,,98.68458,,,71,6.0701065,4.4790435,0.029931214,-1.7608854,-2.8195662,8.651653,62136,-2.8124862,430.97754,-0.5
0.14999999,0.010313944,-1.0612617,875.25,9.020761e-07,-8.651653,14590.569,72,-2.1634598,8.42407,,244,25,0.14999999,35.175048828125,5.0,,98.68458,7.3981225e-19,,72,6.0612617,6.0603404,0.74260396,-1.7748716,-0.43329957,8.651653,63018,-2.5427146,436.41083,1.0
0.14999999,0.015970742,-1.1076405,876.945205479452,8.775309e-07,-8.651653,10327.312,73,-2.1806786,8.42407,,244,25,0.14999999,35.74788808822632,5.0,,98.68458,2.4060782e-08,,73,6.1076403,5.0595946,1.0611643,-1.7886649,-4.4469028,8.651653,64017,-2.4375606,445.85776,
0.14999999,1.3880739,-1.092786,878.5945945945946,8.539741e-07,-8.651653,10337.125,74,-2.200709,8.42407,,244,25,0.14999999,36.308382987976074,-5.0,,98.68458,,,74,6.092786,-5.0590734,76.10731,-1.8022705,-0.008404134,8.651653,65016,-2.6856062,450.86615,
0.14999999,2.1433592,-1.0783205,880.2,8.3135325e-07,-8.651653,6540.15,75,-2.2070458,8.42407,0.07418879,244,25,0.14999999,36.858607053756714,,,98.68458,,,75,6.0783205,0.15756299,155.23499,-1.8156936,-0.007878912,8.651653,66015,-2.6971152,455.87402,0.5
0.14999999,0.115039885,-1.0676855,881.7631578947369,8.096195e-07,-8.651653,2287.141,76,-2.213935,8.42407,0.054794066,244,25,0.14999999,37.382705211639404,,,98.68458,6.908206e-05,,76,6.0676856,-0.5325045,6.5788136,-1.8279501,-0.27005756,8.651653,67014,-2.930697,461.1441,-0.5
0.14999999,0.16047435,-1.0641644,883.2857142857143,7.88727e-07,-8.651653,60.80482,77,-2.2304847,8.42407,,244,25,0.14999999,37.926212787628174,10.0,,98.68458,,,77,6.064164,10.144311,6.91936,-1.8403015,-0.79656434,8.651653,68013,-2.6059484,466.94067,0.5
0.14999999,0.3711234,-0.95520765,875.1794871794872,7.6863284e-07,-8.651653,60.630016,78,-2.2322025,8.42407,,244,25,0.14999999,38.12177610397339,-10.0,,98.68458,,,78,5.955208,-10.344666,11.977197,-1.8532048,7.4344673,8.651653,68264,-1.5264058,464.5062,-0.5
0.14999999,1.1706719,-0.94598323,876.746835443038,7.49297e-07,-8.651653,60.173603,79,-2.2267654,8.42407,,244,25,0.14999999,38.648003578186035,-10.0,,98.68458,1.817878e-05,,79,5.9459834,-9.8417015,30.096508,-1.8659439,-0.2264841,8.651653,69263,-1.1577098,469.73267,0.5
0.14999999,1.001945,-0.9361313,878.275,7.306816e-07,-8.651653,56.815784,80,-2.214845,8.42407,,244,25,0.14999999,39.12055253982544,5.0,,98.68458,,,80,5.9361315,4.7170844,78.89477,-1.8785226,-0.15783256,8.651653,70262,-1.3036482,474.8905,
0.14999999,1.7576667,-0.9234259,875.5925925925926,7.1275144e-07,-8.651653,56.72421,81,-2.2249925,8.42407,,244,25,0.14999999,39.60784149169922,-5.0,,99.194664,,,81,5.9234257,-5.177922,79.87894,-1.8909452,0.09300273,8.651653,70923,-2.7448716,479.7975,
0.14999999,0.61641103,-0.9127847,877.0975609756098,6.954733e-07,-8.651653,56.798798,82,-2.2199867,8.42407,,244,25,0.14999999,40.17852163314819,-5.0,,99.194664,2.7951045,,82,5.9127846,-5.578689,47.69472,-1.9032153,-0.05084168,8.651653,71922,-2.1516192,484.84833,-0.5
0.14999999,0.9911777,-0.90738386,878.566265060241,6.788158e-07,-8.651653,56.636818,83,-2.2253325,8.42407,,244,25,0.14999999,40.697518825531006,5.0,,99.194664,,,83,5.907384,4.6045365,80.57234,-1.9153366,-0.46450934,8.651653,72921,-2.1624074,490.31287,-0.5
0.14999999,0.44365507,-0.9028492,877.4404761904761,6.627497e-07,-8.651653,56.656544,84,-2.2257488,8.42407,,244,25,0.14999999,41.13868522644043,-5.0,,99.194664,,,84,5.902849,-4.5496063,27.477352,-1.9273129,-0.5264734,8.651653,73705,-1.9650062,495.83932,0.5
0.14999999,1.1950815,-0.8987698,878.8705882352941,6.472474e-07,-8.651653,56.539127,85,-2.2294488,8.42407,0.08393702,244,25,0.14999999,41.673558712005615,,,99.194664,,,85,5.89877,0.44147578,57.310883,-1.9391472,-0.5561004,8.651653,74704,-1.9400178,501.39545,0.5
0.14999999,1.0072607,-0.90448016,880.2674418604652,6.3228265e-07,-8.651653,56.329315,86,-2.2358327,8.42407,0.06189802,244,25,0.14999999,42.204895973205566,,,99.194664,5.0754664e-11,,86,5.90448,-0.3796376,77.384895,-1.9498563,-1.3898653,8.651653,75703,-2.7403781,507.78528,-0.5
0.14999999,0.9924824,-0.8963416,881.6321839080459,6.1783095e-07,-8.651653,56.101974,87,-2.2375093,8.42407,,244,25,0.14999999,42.794081687927246,5.0,,99.194664,,,87,5.896342,5.574798,85.86554,-1.9606977,-0.19642684,8.651653,76702,-2.1332946,512.9817,0.5
