MountainCar_std1_higher,NumTrajectories,ActionIn1,StepSize,TimestepsSoFar,ReturnMax,AvgRet,MinEpLen,MountainCar_mu1_higher,VarJ,ReturnMean,Iteration,NatGradInftyNorm,AvgEpLen,NatGrad2Norm,MountainCar_std0_higher,BatchSize,J,MountainCar_mu0_higher
3.0,100,-1.4356786,0.0001,94298,4.8516151427357075,-0.2350053328078783,250,0.57150435,0.007811347884230451,-1.181922179695255,1,0.98531497,942.98,0.98536676,0.14999999,100,-1.181922179695255,-0.820599
3.0,200,-1.8158541,0.0001,188682,4.8516151427357075,4.731118942523662,250,0.5716029,0.0027114096561142993,-1.238032784330063,2,0.035190124,943.41,0.035822667,0.14999999,100,-1.2941433889648706,-0.820598
3.0,300,1.260164,0.0001,284934,4.8516151427357075,4.199057825974468,250,0.57160354,0.0013375015362498037,-1.275252012410037,3,0.19643137,949.78,0.19830564,0.14999999,100,-1.349690468569986,-0.8205945
3.0,400,3.1751795,0.0001,379701,4.8516151427357075,3.6182688714271354,250,0.57158387,0.0029854739797015744,-1.2779380311270325,4,0.37921095,949.2525,0.38113198,0.14999999,100,-1.2859960872780187,-0.82059175
3.0,500,-0.18440598,0.0001,475915,4.8516151427357075,-0.7143320246308749,250,0.5716218,0.0020991643827031926,-1.293002843916738,5,0.24311729,951.83,0.24955261,0.14999999,100,-1.353262095075561,-0.82058793
3.0,600,-1.6964551,0.0001,572305,4.8516151427357075,-2.2031271286262935,250,0.5716461,0.0017433827210899197,-1.3120171541715486,6,0.12629874,953.8416666666667,0.14481637,0.14999999,100,-1.4070887054456016,-0.82058233
3.0,700,-2.5020192,0.0001,663460,4.8516151427357075,11.994872054772058,250,0.57165873,0.00413874366096746,-1.3123519923450688,7,0.15165605,947.8,0.17185074,0.14999999,100,-1.3143610213861883,-0.82057524
3.0,800,-1.9680643,0.0001,757382,4.8516151427357075,6.915735372752953,250,0.5716436,0.00244674780700274,-1.318585408623204,8,0.26178357,946.7275,0.2730964,0.14999999,100,-1.3622193225701522,-0.82056713
3.0,900,-1.8277252,0.0001,852705,4.8516151427357075,1.93220317373776,250,0.5716174,0.0031681305369230355,-1.3233827522449535,9,0.43779522,947.45,0.44331023,0.14999999,100,-1.3617615012189486,-0.8205593
3.0,1000,3.2419624,0.0001,950376,4.8516151427357075,-2.392563292499004,250,0.5716612,0.001790447036517518,-1.3229185790685043,10,1.0850912,950.376,1.0854648,0.14999999,100,-1.3187410204804604,-0.82055235
3.0,1100,-1.9753587,0.0001,1046328,4.8516151427357075,0.6567527317270334,250,0.57176965,0.0016026988311692554,-1.3326152096755257,11,1.3542898,951.2072727272728,1.3566829,0.14999999,100,-1.4295815157457383,-0.8205495
3.0,1200,-6.74909,0.0001,1142396,4.8516151427357075,1.6012512463018025,250,0.5719051,0.0020467442923153873,-1.340238664686717,12,0.8788499,951.9966666666667,0.8829511,0.14999999,100,-1.4240966698098247,-0.82054144
3.0,1300,-2.4957743,0.0001,1236237,4.8516151427357075,9.094023406781709,250,0.57199293,0.0021619847245021463,-1.341739472815929,13,0.5229038,950.9515384615385,0.52644116,0.14999999,100,-1.3597491703664728,-0.8205329
3.0,1400,3.9074993,0.0001,1329963,4.8516151427357075,10.60868188802365,250,0.57194066,0.001899046399633027,-1.3380529480430694,14,0.6410088,949.9735714285714,0.6414094,0.14999999,100,-1.2901281259958948,-0.82052684
3.0,1500,-0.4442928,0.0001,1427571,4.8516151427357075,-2.4252340876131426,250,0.5718766,0.0021967045988258212,-1.3373195583399182,15,0.81156355,951.714,0.81269103,0.14999999,100,-1.3270521024958049,-0.8205246
3.0,1600,-2.560845,0.0001,1521031,4.8516151427357075,6.50459145503723,250,0.57195777,0.0021034042725857176,-1.3357905497440203,16,0.18405475,950.644375,0.19007419,0.14999999,100,-1.3128554208055456,-0.8205203
3.0,1700,1.4022849,0.0001,1614462,4.8516151427357075,4.608139026644958,250,0.5719762,0.0033510600917447068,-1.338586433332433,17,0.20798193,949.6835294117647,0.23125832,0.14999999,100,-1.3833205707470346,-0.8205155
3.0,1800,0.8482237,0.0001,1709176,4.8516151427357075,4.8828946870201575,250,0.571997,0.0027270174060000677,-1.3406953170323164,18,0.5095261,949.5422222222222,0.5160053,0.14999999,100,-1.3765463399303364,-0.8205054
3.0,1900,-4.8154774,0.0001,1804185,4.8516151427357075,2.053343181109026,250,0.57204795,0.0022052858778981725,-1.343262619680671,19,0.1322102,949.5710526315789,0.15405942,0.14999999,100,-1.3894740673510533,-0.8204972
3.0,2000,-1.1030657,0.0001,1901034,4.8516151427357075,-2.6655829120312755,250,0.5720347,0.001576401638097637,-1.3440978402468926,20,0.60421354,950.517,0.60586345,0.14999999,100,-1.3599670310051093,-0.8204893
3.0,2100,-2.60734,0.0001,1995836,4.8516151427357075,2.320653916092113,250,0.57209516,0.0027649568884408142,-1.3437759845155268,21,0.118113115,950.3980952380953,0.1354297,0.14999999,100,-1.337338869888206,-0.8204848
3.0,2200,-3.324692,0.0001,2091066,4.8516151427357075,3.3988598691291103,250,0.57210696,0.0021598680595033286,-1.3436984362505806,22,0.7043113,950.4845454545455,0.7062099,0.14999999,100,-1.3420699226867108,-0.8204782
3.0,2300,-1.6484513,0.0001,2185066,4.8516151427357075,4.017269568573584,250,0.5721774,0.00291656113010847,-1.3449955169701908,23,0.09353753,950.028695652174,0.10135453,0.14999999,100,-1.3735312928016183,-0.820473
3.0,2400,2.881098,0.0001,2279545,4.8516151427357075,3.750550412148574,250,0.5721813,0.002507945158468631,-1.3423240746871603,24,0.46418372,949.8104166666667,0.4651186,0.14999999,100,-1.280880902177457,-0.82046366
3.0,2500,-0.82640886,0.0001,2373649,4.8516151427357075,3.258294436875003,250,0.5722277,0.003692495147141824,-1.3401278465089665,25,0.81706446,949.4596,0.8183178,0.14999999,100,-1.28741837023231,-0.82046074
3.0,2600,-4.5907235,0.0001,2465938,4.8516151427357075,4.361273881822056,250,0.57230943,0.0028930515148675355,-1.3383034255220205,26,0.20263138,948.4376923076923,0.21172482,0.14999999,100,-1.2926929008483785,-0.8204562
3.0,2700,3.1841772,0.0001,2561129,4.8516151427357075,0.39282582012912926,250,0.5723297,0.002500102967868856,-1.3416226486026799,27,0.10154389,948.5662962962963,0.109267145,0.14999999,100,-1.4279224486998254,-0.82045007
3.0,2800,-4.2675853,0.0001,2655781,4.8516151427357075,2.8476215520259514,250,0.57232565,0.0024147137019049436,-1.3390964584925076,28,0.21093687,948.4932142857143,0.21176691,0.14999999,100,-1.2708893255178486,-0.82043993
3.0,2900,0.44863605,0.0001,2751670,4.8516151427357075,3.7348334374353254,250,0.57234675,0.0018205976234851465,-1.3411948111297778,29,0.39165628,948.851724137931,0.39725655,0.14999999,100,-1.399948684973349,-0.8204381
3.0,3000,3.1193419,0.0001,2847848,4.8516151427357075,0.21964508466295699,250,0.5723859,0.001746539635932436,-1.3421825172430402,30,0.3019584,949.2826666666666,0.30624217,0.14999999,100,-1.3708259945276482,-0.8204314
3.0,3100,-0.67166394,0.0001,2943214,4.8516151427357075,3.5087018213756136,250,0.5724161,0.002123753747529584,-1.3412899940840197,31,0.06682519,949.4238709677419,0.07565976,0.14999999,100,-1.3145142993134022,-0.8204263
3.0,3200,-0.9622312,0.0001,3038837,4.8516151427357075,1.4223293906508756,250,0.5724228,0.0017116715776916852,-1.341153185527766,32,0.5792144,949.6365625,0.5806219,0.14999999,100,-1.3369121202839074,-0.8204227
3.0,3300,2.0536873,0.0001,3134344,4.8516151427357075,0.9554019202246402,250,0.57248074,0.0022326237431953932,-1.34237077332641,33,0.16916227,949.8012121212121,0.18626517,0.14999999,100,-1.381333582883023,-0.82041866
3.0,3400,-3.0809045,0.0001,3231045,5.9321700162704465,-3.1374675123484126,250,0.57249767,0.007536445434872645,-1.3418364917957886,34,1.2263209,950.3073529411764,1.2284547,0.14999999,100,-1.3242052012852736,-0.82041085
3.0,3500,3.809185,0.0001,3325221,5.9321700162704465,8.633088844741486,250,0.5726203,0.00213085609136376,-1.3408507693845837,35,0.15169941,950.0631428571429,0.15642677,0.14999999,100,-1.3073362074036192,-0.82040364
3.0,3600,3.5862768,0.0001,3420107,5.9321700162704465,0.9599794433121083,250,0.5726355,0.0024239585280148245,-1.3422895702317028,36,0.63744575,950.0297222222222,0.643359,0.14999999,100,-1.3926475998808643,-0.8203998
3.0,3700,1.5622987,0.0001,3513341,5.9321700162704465,6.569568518462737,250,0.5726992,0.0033772412170306686,-1.3402405967251525,37,0.16922238,949.5516216216216,0.17430271,0.14999999,100,-1.2664775504893442,-0.8203911
3.0,3800,2.8401463,0.0001,3610751,5.9321700162704465,-1.8766851458384763,250,0.57268226,0.0020332421650962117,-1.340513811803626,38,0.66030794,950.1976315789474,0.662047,0.14999999,100,-1.350622769707138,-0.82038695
3.0,3900,0.3660401,0.0001,3704588,5.9321700162704465,3.729684319712348,250,0.5727483,0.004294135058980393,-1.3381752172742054,39,0.68448925,949.894358974359,0.68517685,0.14999999,100,-1.2493086251562244,-0.8203822
3.0,4000,0.045511007,0.0001,3798596,5.9321700162704465,7.256650345773068,250,0.5728167,0.0025693351008242243,-1.3381332806563568,40,0.29412344,949.649,0.30017778,0.14999999,100,-1.3364977525602781,-0.82037914
3.0,4100,-2.265998,0.0001,3893385,5.9321700162704465,5.700299946149489,250,0.57278734,0.001995037341299485,-1.337335128614074,41,0.38114607,949.6060975609756,0.3819562,0.14999999,100,-1.305409046922743,-0.8203731
3.0,4200,0.9709202,0.0001,3987537,5.9321700162704465,4.039594270284358,250,0.57282543,0.002553244486641443,-1.3385569097096417,42,0.08205406,949.4135714285715,0.10480134,0.14999999,100,-1.388649934627936,-0.8203706
3.0,4300,0.05405879,0.0001,4081735,5.9321700162704465,2.047952861850981,250,0.5728319,0.003114819623219086,-1.339130062208169,43,1.0259353,949.2406976744186,1.0291443,0.14999999,100,-1.3632024671463063,-0.8203624
3.0,4400,4.535389,0.0001,4177717,5.9321700162704465,1.788750150846115,250,0.5729345,0.0019052573447707686,-1.3382611432942342,44,0.0848847,949.4811363636363,0.089332476,0.14999999,100,-1.30089762999504,-0.8203543
3.0,4500,1.296097,0.0001,4272750,5.9321700162704465,1.1187739363951323,250,0.572943,0.0035233700996215433,-1.3378498407530557,45,1.461364,949.5,1.4628173,0.14999999,100,-1.319752528941196,-0.8203515
3.0,4600,-0.5881865,0.0001,4369827,5.9321700162704465,-1.8198937942617832,250,0.5730891,0.003536796615825618,-1.3373460130740435,46,1.0490096,949.9623913043479,1.0500312,0.14999999,100,-1.3146737675185025,-0.820345
3.0,4700,-4.7890434,0.0001,4463320,5.9321700162704465,9.374203852849867,250,0.573194,0.0022054372536353447,-1.3372049129870398,47,0.61719084,949.6425531914894,0.61948943,0.14999999,100,-1.3307143089848612,-0.82034034
3.0,4800,-1.2079914,0.0001,4557868,5.9321700162704465,5.592893815412335,250,0.5732557,0.003367760740951207,-1.3361129620410608,48,0.14173752,949.5558333333333,0.14961083,0.14999999,100,-1.284791267580051,-0.82033503
3.0,4900,2.253071,0.0001,4653257,5.9321700162704465,-0.1448114149667342,250,0.57324153,0.003495986824292365,-1.336580744555515,49,0.7603664,949.6442857142857,0.7646144,0.14999999,100,-1.3590343052493095,-0.82033026
3.0,5000,-2.215723,0.0001,4749366,5.9321700162704465,0.42082722961573155,250,0.5733176,0.0015114015626539442,-1.3385928597588699,50,0.16403787,949.8732,0.18179166,0.14999999,100,-1.4371865047232635,-0.8203222
