LQGsigma,DenMISEMeanLog,ReturnStepMax,DenMISELogLast,IWMean,URet,TimeElapsed,IWNorm2,IWMax,SqrtESSClassic,TimestepsSoFar,DenMISELogFirst,IWLastEpisode,IWFirstEpisode,MISE,ReturnMax,Iteration,IWMin,IWNorm1,LQGmu,Bound,ReturnMean,ReturnMin,target_sum_log_mean,ReturnAbsMax,ReturnLastEpisode
[[0.11]],18.60218,0.92743576,18.60218,1.0,11.472623376949253,0.2716083526611328,1.0,1.0,1.0,20,18.60218,1.0,1.0,10.552718,10.552718,1,,1.0,[[-1.]],31.658154,10.552718,,18.60218,10.552718,10.552718
[[0.11]],19.957481,0.9370531,21.312784,1.0,10.504256341389226,1.0632359981536865,1.4142135,1.0,1.4142135,40,18.60218,1.0,1.0,10.151321,10.552718,2,,2.0,[[-1.]],25.075119,10.151321,,19.957481,10.552718,9.749925
[[0.11]],20.361198,0.94908077,21.168629,1.0,10.416057992794325,1.1029374599456787,1.7320508,1.0,1.7320509,60,18.60218,1.0,1.0,9.990989,10.552718,3,,3.0,[[-1.]],22.176218,9.990989,,20.361198,10.552718,9.670324
[[0.11]],19.958939,0.94908077,18.75216,1.0,9.849075116289285,1.1518948078155518,2.0,1.0,2.0,80,18.60218,1.0,1.0,9.784349,10.552718,4,,4.0,[[-1.]],20.337067,9.784349,,19.958939,10.552718,9.16443
[[0.11]],18.726944,0.94908077,13.798965,1.0,11.029404436078796,1.203916311264038,2.236068,1.0,2.236068,100,18.60218,1.0,1.0,9.8666935,10.552718,5,,5.0,[[-1.]],19.305332,9.8666935,,18.726944,10.552718,10.196072
[[0.11]],18.418015,0.94908077,16.87337,1.0,10.300331553848,1.2829265594482422,2.4494898,1.0,2.4494896,120,18.60218,1.0,1.0,9.815408,10.552718,6,,6.0,[[-1.]],18.431667,9.815408,,18.418015,10.552718,9.55898
[[0.11]],18.515263,0.94908077,19.098755,1.0,10.696826563765105,1.3259015083312988,2.6457512,1.0,2.6457515,140,18.60218,1.0,1.0,9.8271265,10.552718,7,,7.0,[[-1.]],17.80423,9.8271265,,18.515263,10.552718,9.897441
[[0.11]],17.95612,0.94908077,14.042102,1.0,11.189530713933825,1.3728506565093994,2.828427,1.0,2.828427,160,18.60218,1.0,1.0,9.890181,10.552718,8,,8.0,[[-1.]],17.35208,9.890181,,17.95612,10.552718,10.331554
[[0.11]],18.187344,0.94908077,20.03715,1.0,11.158250881683793,1.4207136631011963,3.0,1.0,3.0,180,18.60218,1.0,1.0,9.935451,10.552718,9,,9.0,[[-1.]],16.970596,9.935451,,18.187344,10.552718,10.297609
[[0.11]],17.758486,0.94908077,13.898762,1.0,9.50855131076323,1.470289945602417,3.1622777,1.0,3.1622777,200,18.60218,1.0,1.0,9.827858,10.552718,10,,10.0,[[-1.]],16.501984,9.827858,,17.758486,10.552718,8.859534
[[0.11]],17.704332,0.94908077,17.16281,1.0,11.121375005952103,1.5221679210662842,3.3166249,1.0,3.3166246,220,18.60218,1.0,1.0,9.866894,10.552718,11,,11.0,[[-1.]],16.230423,9.866894,,17.704332,10.552718,10.25725
[[0.11]],17.749506,0.94908077,18.246397,1.0,10.329847014264635,1.5762639045715332,3.4641016,1.0,3.4641018,240,18.60218,1.0,1.0,9.843299,10.552718,12,,12.0,[[-1.]],15.935913,9.843299,,17.749506,10.552718,9.583756
[[0.11]],17.249325,0.94908077,11.2471485,1.0,10.114526893016876,1.6325626373291016,3.6055512,1.0,3.6055512,260,18.60218,1.0,1.0,9.809488,10.552718,13,,13.0,[[-1.]],15.663083,9.809488,,17.249325,10.552718,9.403764
[[0.11]],17.261108,0.94908077,17.414305,1.0,10.036812988324595,1.690403699874878,3.7416575,1.0,3.7416573,280,18.60218,1.0,1.0,9.775436,10.552718,14,,14.0,[[-1.]],15.416101,9.775436,,17.261108,10.552718,9.332761
[[0.11]],17.331339,0.94908077,18.31459,1.0,10.499221732999994,1.7507479190826416,3.8729835,1.0,3.8729832,300,18.60218,1.0,1.0,9.772685,10.552718,15,,15.0,[[-1.]],15.222085,9.772685,,17.331339,10.552718,9.73416
[[0.11]],17.285133,0.94908077,16.592028,1.0,10.626281635313035,1.8124749660491943,4.0,1.0,4.0,320,18.60218,1.0,1.0,9.776449,10.552718,16,,16.0,[[-1.]],15.052809,9.776449,,17.285133,10.552718,9.832905
[[0.11]],17.328156,0.94908077,18.01651,1.0,10.113905944268938,1.8774042129516602,4.1231055,1.0,4.1231055,340,18.60218,1.0,1.0,9.754252,10.552718,17,,17.0,[[-1.]],14.873073,9.754252,,17.328156,10.552718,9.399124
[[0.11]],17.379482,0.94908077,18.252037,1.0,10.293592233678877,1.9430654048919678,4.2426405,1.0,4.242641,360,18.60218,1.0,1.0,9.742491,10.552718,18,,18.0,[[-1.]],14.71709,9.742491,,17.379482,10.552718,9.542521
[[0.11]],17.410105,0.94908077,17.961308,1.0,10.416101998274307,2.0214896202087402,4.358899,1.0,4.3588986,380,18.60218,1.0,1.0,9.738593,10.552718,19,,19.0,[[-1.]],14.580513,9.738593,,17.410105,10.552718,9.6684475
[[0.11]],17.387753,0.94908077,16.963097,1.0,9.564532584476007,2.0902717113494873,4.472136,1.0,4.472136,400,18.60218,1.0,1.0,9.696562,10.552718,20,,20.0,[[-1.]],14.41588,9.696562,,17.387753,10.552718,8.897976
[[0.11]],17.367609,0.94908077,16.964718,1.0,10.283783493762199,2.163541078567505,4.582576,1.0,4.582576,420,18.60218,1.0,1.0,9.689939,10.552718,21,,21.0,[[-1.]],14.295523,9.689939,,17.367609,10.552718,9.557442
[[0.11]],17.191362,0.94908077,13.490178,1.0,10.926793270363655,2.238787889480591,4.690416,1.0,4.690416,440,18.60218,1.0,1.0,9.709079,10.552718,22,,22.0,[[-1.]],14.208773,9.709079,,17.191362,10.552718,10.111035
[[0.11]],16.793316,0.94908077,8.036287,1.0,10.806912061946056,2.3145525455474854,4.7958317,1.0,4.795831,460,18.60218,1.0,1.0,9.722069,10.552718,23,,23.0,[[-1.]],14.122856,9.722069,,16.793316,10.552718,10.007857
[[0.11]],16.832594,0.94908077,17.735987,1.0,10.083903203334971,2.4395177364349365,4.8989797,1.0,4.898979,480,18.60218,1.0,1.0,9.707389,10.552718,24,,24.0,[[-1.]],14.015518,9.707389,,16.832594,10.552718,9.369727
[[0.11]],16.907276,0.94908077,18.699648,1.0,10.563071708651078,2.5974514484405518,5.0,1.0,5.0,500,18.60218,1.0,1.0,9.710413,10.552718,25,,25.0,[[-1.]],13.9315,9.710413,,16.907276,10.552718,9.783001
[[0.11]],16.907839,0.94908077,16.921923,1.0,10.152728390734332,2.7345099449157715,5.0990195,1.0,5.0990195,520,18.60218,1.0,1.0,9.698667,10.552718,26,,26.0,[[-1.]],13.837784,9.698667,,16.907839,10.552718,9.40502
[[0.11]],17.040096,0.94908077,20.47878,1.0,10.303326770077094,2.8348512649536133,5.196152,1.0,5.1961527,540,18.60218,1.0,1.0,9.693707,10.552718,27,,27.0,[[-1.]],13.75545,9.693707,,17.040096,10.552718,9.564761
[[0.11]],17.009745,0.94908077,16.190243,1.0,10.356978960385673,2.916703939437866,5.2915025,1.0,5.291503,560,18.60218,1.0,1.0,9.691208,10.552718,28,,28.0,[[-1.]],13.67976,9.691208,,17.009745,10.552718,9.623738
[[0.11]],17.080498,0.94908077,19.06157,1.0,10.625535398298135,3.001237154006958,5.3851647,1.0,5.3851647,580,18.60218,1.0,1.0,9.696123,10.552718,29,,29.0,[[-1.]],13.615304,9.696123,,17.080498,10.552718,9.833741
[[0.11]],16.876608,0.94908077,10.963813,1.0,10.336330367488396,3.0867388248443604,5.477226,1.0,5.4772253,600,18.60218,1.0,1.0,9.69305,10.552718,30,,30.0,[[-1.]],13.546358,9.69305,,16.876608,10.552718,9.603947
[[0.11]],16.673874,0.94908077,10.591844,1.0,10.241518124970812,3.173980712890625,5.5677643,1.0,5.5677643,620,18.60218,1.0,1.0,9.686817,10.552718,31,,31.0,[[-1.]],13.477466,9.686817,,16.673874,10.552718,9.499787
[[0.11]],16.624044,0.94908077,15.079366,1.0,10.423141982965312,3.263110876083374,5.656854,1.0,5.656854,640,18.60218,1.0,1.0,9.686363,10.552718,32,,32.0,[[-1.]],13.417313,9.686363,,16.624044,10.552718,9.672312
[[0.11]],16.648823,0.94908077,17.44176,1.0,11.177602295550162,3.353316068649292,5.7445626,1.0,5.7445626,660,18.60218,1.0,1.0,9.7053385,10.552718,33,,33.0,[[-1.]],13.379324,9.7053385,,16.648823,10.552718,10.312571
[[0.11]],16.706354,0.94908077,18.604904,1.0,10.828812020886382,3.4449141025543213,5.8309517,1.0,5.830952,680,18.60218,1.0,1.0,9.715058,10.552718,34,,34.0,[[-1.]],13.334611,9.715058,,16.706354,10.552718,10.03578
[[0.11]],16.765982,0.94908077,18.793259,1.0,10.719036555304985,3.5461275577545166,5.91608,1.0,5.9160795,700,18.60218,1.0,1.0,9.72119,10.552718,35,,35.0,[[-1.]],13.28866,9.72119,,16.765982,10.552718,9.929697
[[0.11]],16.70264,0.94908077,14.485692,1.0,10.425629249440913,3.6710476875305176,6.0,1.000001,6.0,720,18.60218,1.000001,1.0,9.720509,10.552718,36,,36.0,[[-1.]],13.238081,9.720509,,16.70264,10.552718,9.696642
[[0.11]],16.615595,0.94908077,13.481951,1.0,9.402237613440187,3.780001401901245,6.0827627,1.000001,6.0827622,740,18.60218,1.0,1.0,9.694522,10.552718,37,,37.0,[[-1.]],13.164234,9.694522,,16.615595,10.552718,8.758968
[[0.11]],16.617718,0.951304,16.69631,1.0,10.119104363441505,3.884564161300659,6.164414,1.000001,6.164414,760,18.60218,1.0,1.0,9.687001,10.552718,38,,38.0,[[-1.]],13.110755,9.687002,,16.617718,10.552718,9.408795
[[0.11]],16.643621,0.951304,17.62797,1.0,10.95267905589805,3.9882993698120117,6.244998,1.000001,6.244998,780,18.60218,1.0,1.0,9.698458,10.552718,39,,39.0,[[-1.]],13.0780325,9.698459,,16.643621,10.552718,10.133818
