Regret/t,LQGmu1_actor,LQGmu1_higher,ReturnLastEpisode,ReturnMean,LQGsigma_higher,Regret
-0.8394612868729148,-1.221085,-1.0,18.189461286872916,1.0429736976417956,0.14999999,-0.8394612868729148
-0.8449684623361424,-0.8034278,-0.97979796,18.20047563779937,1.0432894760513842,0.14999999,-1.6899369246722848
-0.846879903839954,-0.88161945,-0.959596,18.20070278684758,1.0433990770550432,0.14999999,-2.5406397115198622
-0.8468154638722867,-0.9672368,-0.93939394,18.196622143969286,1.0433953821027688,0.14999999,-3.3872618554891467
-0.8472922301284427,-0.8842957,-0.9191919,18.19919929515307,1.0434227196174566,0.14999999,-4.236461150642214
-0.8472463969422463,-0.83190215,-0.8989899,18.197017231011266,1.0434200915677894,0.14999999,-5.083478381653478
-0.8480846561227925,-0.7596496,-0.8787879,18.20311421120607,1.0434681568877748,0.14999999,-5.936592592859547
-0.8474284953109628,-0.8261831,-0.85858583,18.192835369628156,1.043430532988014,0.14999999,-6.779427962487702
-0.847021952495916,-0.7615582,-0.83838385,18.193769609975543,1.0434072220467843,0.14999999,-7.623197572463244
-0.8475349422674509,-0.89643896,-0.8181818,18.202151850211266,1.0434366365979044,0.14999999,-8.475349422674508
-0.8480101684194146,-0.77771986,-0.7979798,18.202762429939053,1.0434638858038658,0.14999999,-9.32811185261356
-0.8479561046991089,-0.80420995,-0.7777778,18.197361403775748,1.0434607858199032,0.14999999,-10.175473256389306
-0.8483420924405588,-0.56714714,-0.75757575,18.20297394533796,1.0434829181445278,0.14999999,-11.028447201727264
-0.8485139179028673,-0.94806695,-0.7373737,18.20074764891288,1.0434927705219537,0.14999999,-11.879194850640143
-0.8485448217898905,-0.7830964,-0.7171717,18.198977476208217,1.0434945425338242,0.14999999,-12.728172326848359
-0.8487967900301951,-0.76094925,-0.6969697,18.202576313634765,1.0435089902540253,0.14999999,-13.580748640483122
-0.8487354228855882,-0.76582754,-0.67676765,18.197753548571878,1.0435054714957335,0.14999999,-14.428502189055
-0.8486281719028226,-0.5382138,-0.65656567,18.19680490519581,1.043499321783419,0.14999999,-15.275307094250806
-0.8487747957594167,-0.82187223,-0.6363636,18.201414025178114,1.0435077291146457,0.14999999,-16.126721119428918
-0.8486398140397322,-0.6176578,-0.61616164,18.196075161365727,1.0434999893371408,0.14999999,-16.972796280794643
-0.8488292234318212,-0.68090904,-0.5959596,18.202617411273604,1.043510849967421,0.14999999,-17.825413692068246
-0.8489965308844699,-0.57765406,-0.57575756,18.202509987390094,1.04352044328466,0.14999999,-18.67792367945834
-0.8490127020770457,-0.33004335,-0.5555556,18.199368468313715,1.0435213705319408,0.14999999,-19.52729214777205
-0.8490933417081835,-0.3872894,-0.53535354,18.200948053224355,1.0435259943640014,0.14999999,-20.378240200996405
-0.8489536053163679,-0.29950726,-0.5151515,18.195599931912792,1.043517981956214,0.14999999,-21.223840132909196
-0.848917465490999,-0.6685255,-0.4949495,18.19801396985678,1.0435159097185207,0.14999999,-22.071854102765975
-0.848945255280069,-0.64783347,-0.47474748,18.19966778979589,1.0435175031697288,0.14999999,-22.921521892561863
-0.8490079286977268,-0.6280032,-0.45454547,18.200700110974488,1.0435210968289983,0.14999999,-23.77222200353635
-0.8491915675705097,-0.7100568,-0.43434343,18.204333456008435,1.043531626580878,0.14999999,-24.626555459544782
-0.8493180763994261,-0.64054257,-0.41414142,18.202986832438004,1.04353888052749,0.14999999,-25.479542291982785
-0.8492869238584748,-0.5388138,-0.3939394,18.198352347629935,1.0435370942579403,0.14999999,-26.32789463961272
-0.849315335835988,-0.4409855,-0.37373737,18.200196107138897,1.0435387233850912,0.14999999,-27.178090746751614
-0.849320367290148,-0.50849056,-0.35353535,18.19948137382327,1.0435390118859031,0.14999999,-28.027572120574884
-0.8494701675445442,-0.5018128,-0.33333334,18.20441357593962,1.0435476013500313,0.14999999,-28.8819856965145
-0.849530842906826,-0.35690114,-0.3131313,18.20159380522441,1.0435510804419053,0.14999999,-29.73357950173891
-0.8493817726158821,-0.50428116,-0.2929293,18.194164312432846,1.0435425328334798,0.14999999,-30.577743814171754
-0.8484712628604733,-0.09529215,-0.27272728,18.165692911665758,1.0434903247053025,0.14999999,-31.39343672583751
-0.8486008175637507,-0.3772601,-0.25252524,18.203394341585017,1.043497753300674,0.14999999,-32.24683106742253
-0.8485226627504159,-0.21267264,-0.23232323,18.1955527798437,1.0434932719466983,0.14999999,-33.09238384726622
-0.8485448011187641,-0.34452298,-0.21212122,18.199408197484345,1.043494541348553,0.14999999,-33.941792044750564
-0.84849116338266,-0.2390635,-0.1919192,18.196345653938497,1.0434914657902903,0.14999999,-34.788137698689056
-0.8483861914969241,-0.0799175,-0.17171717,18.19408234418176,1.0434854467601449,0.14999999,-35.63222004287081
-0.8481959945955688,-0.0060817003,-0.15151516,18.19020772473865,1.0434745409745168,0.14999999,-36.47242776760946
-0.8482350449525226,-0.114832096,-0.13131313,18.19991421030154,1.043476780100489,0.14999999,-37.322341977910995
-0.8483601575091819,-0.21425858,-0.11111111,18.203865110002187,1.0434839539856182,0.14999999,-38.176207087913184
-0.848347547286576,-0.1819982,-0.09090909,18.19778008726932,1.0434832309223956,0.14999999,-39.0239871751825
-0.8480197904794905,-0.011968624,-0.07070707,18.18294297735356,1.0434644375274937,0.14999999,-39.85693015253605
-0.8479328707529804,-0.094679914,-0.05050505,18.19384764360701,1.0434594535982213,0.14999999,-40.70077779614306
-0.8479990376630312,-0.099432416,-0.030303031,18.20117504934547,1.0434632475724217,0.14999999,-41.55195284548853
-0.8481292853015825,-0.22220594,-0.01010101,18.20451141959059,1.0434707159003203,0.14999999,-42.40646426507912
-0.8483094725134964,-0.049910244,0.01010101,18.2073188331092,1.0434810477358658,0.14999999,-43.26378309818832
-0.805993750095859,0.22804816,0.030303031,15.997891906796353,1.0410546875054967,0.14999999,-41.91167500498467
-0.806516725809996,-0.021888137,0.05050505,18.183711462945123,1.0410846746450686,0.14999999,-42.74538646792979
-0.8004280572910539,0.18326414,0.07070707,17.827728625787124,1.040735553743753,0.14999999,-43.22311509371691
-0.7903465142291664,0.14382741,0.09090909,17.595943188887244,1.0401574836140577,0.14999999,-43.46905828260415
-0.7889958765650491,0.12874928,0.11111111,18.0647108050386,1.0400800387938676,0.14999999,-44.18376908764275
-0.7851702710727702,0.13544296,0.13131313,17.920936363505145,1.0398606806807782,0.14999999,-44.7547054511479
-0.7863224163733995,-0.033223063,0.15151516,18.201994698509274,1.039926744058108,0.14999999,-45.60670014965717
-0.728791574933832,0.44113132,0.17171717,14.742002771438914,1.0366279572783161,0.14999999,-42.99870292109608
-0.7240934708378324,0.01867494,0.1919192,17.796905329173857,1.036358570575564,0.14999999,-43.44560825026994
-0.7188000524841078,0.25526688,0.21212122,17.75119495126064,1.0360550488809697,0.14999999,-43.84680320153058
-0.7172741758517807,0.02621989,0.23232323,17.974195701279825,1.035967555954804,0.14999999,-44.4709989028104
-0.7193901572405854,0.19451483,0.25252524,18.200581003346485,1.0360888851628778,0.14999999,-45.321579906156884
-0.7187440250799159,0.18448454,0.27272728,18.028037698957732,1.036051836300454,0.14999999,-45.999617605114615
-0.6542898069171589,0.2663699,0.2929293,13.87921984450071,1.0323560669103877,0.14999999,-42.528837449615324
-0.6557857316739859,0.0020005703,0.3131313,18.103020840867753,1.0324418424124993,0.14999999,-43.28185829048307
-0.6010537804953806,0.33476737,0.33333334,14.338745002707432,1.0293035424595978,0.14999999,-40.270603293190504
-0.5989608505385201,0.14058429,0.35353535,17.808734543428866,1.029183535007943,0.14999999,-40.729337836619365
-0.560884883147179,0.23366845,0.37373737,15.321719100535988,1.0270002799969715,0.14999999,-38.70105693715535
-0.45630625839591915,0.588096,0.3939394,10.59038115055899,1.0210037992199497,0.14999999,-31.94143808771434
-0.45246551977425675,0.11557838,0.41414142,17.53361381625789,1.0207835733815516,0.14999999,-32.12505190397223
-0.3606852609900854,0.5149134,0.43434343,11.19428688731392,1.0155209438641106,0.14999999,-25.969338791286148
-0.32970081279090135,0.47107556,0.45454547,15.448820542449651,1.013744312660029,0.14999999,-24.0681593337358
-0.23821326436057452,0.6557213,0.47474748,10.909622228946718,1.0084984669931525,0.14999999,-17.627781562682515
-0.13018367880830575,0.66415733,0.4949495,9.48599434794042,1.0023041100234122,0.14999999,-9.763775910622932
-0.11191133538024718,0.39565718,0.5151515,16.091485578275854,1.0012563839094182,0.14999999,-8.505261488898785
-0.04719873445324439,0.38536927,0.53535354,12.479041064001034,0.997545798993879,0.14999999,-3.6343025528998183
0.021942717091590066,0.52399665,0.5555556,12.004165513956158,0.9935812662218126,0.14999999,1.711531933144025
0.09531814216740726,0.49597397,0.57575756,11.531398701918853,0.9893739597381075,0.14999999,7.530133231225173
0.20049706675952245,0.7773178,0.5959596,8.840367890463376,0.9833430580986514,0.14999999,16.039765340761797
0.289083966251648,0.6766224,0.61616164,9.973964074378307,0.9782635340452038,0.14999999,23.41580126638349
0.37367265954847445,0.7468876,0.6363636,10.124643183408589,0.9734132649341473,0.14999999,30.641158082974904
